Code,Description
50972,"The provider examines the kidney, renal pelvis, and ureters by incising the ureter, and passing an endoscope through it to view the structures. The procedure also includes catheterization of the ureter and may include ureteral dilation, or widening of the ureter. It is done for the removal of ureteral stones."
50974,"The provider examines the kidney, renal pelvis, and ureters by incising the ureter, and passing an endoscope through it to view the structures. The procedure also includes biopsy of tissue. It is done for the removal of ureteral stones."
50976,"The provider examines the kidneys, renal pelvis and ureters by incising the ureter, and passing an endoscope through it to view the structures. The procedure includes a biopsy of a lesion or tissues and may include using different techniques to visualize the procedure. The procedure also includes fulguration, or high–frequency heat, or incision to destroy tissue."
50980,"The provider examines the kidneys, renal pelvis and ureters by incising the ureter, and passing an endoscope through it to view the structures. The procedure may include different techniques to visualize the procedure. This procedure includes the removal of any foreign body or stone, referred to as a calculus."
51020,"In this procedure, the provider makes a surgical incision into the urinary bladder, or he creates an opening in the bladder wall to access the abnormal tissue. He then destroys the abnormal tissue with fulguration and or by placing a radioactive substance in the bladder cavity."
51030,"In this procedure, the provider makes a surgical incision into the urinary bladder or he creates an opening in the bladder wall to access the abnormal tissue. He then destroys the abnormal tissue found within the bladder by cryosurgery, a method of destruction of tissue by freezing."
51040,"Cystostomy, cystotomy with drainage."
51045,"In this procedure, the provider makes an incision into the urinary bladder to insert a stent or catheter into the ureter. The aim of this procedure is to treat a stricture or blockage in the ureter."
51050,"In this procedure, the provider incises the urinary bladder to remove a calculus, or stone, from the bladder. He performs this procedure without resection of the bladder neck."
51060,"In this procedure, the provider makes an incision in the urinary bladder and ureter to remove a stone from the ureter. He performs this procedure along with resection of the bladder neck."
51065,"In this procedure, the provider makes an incision into the urinary bladder and removes a ureteral calculus, or stone, using different techniques of extraction, such as a calculus basket extractor and ultrasonic or electrohydraulic fragmentation of the ureteral calculus."
51080,"In this procedure, the provider incises an abscess near the urinary bladder and drains out the pus around the bladder."
51100,"Bladder aspiration is performed to collect urine sample or provide temporary relief from acute urinary retention. Needle aspiration is performed percutaneously. The process is fast, simple, and easy to perform."
51101,Bladder aspiration is performed to collect urine sample or provide temporary relief from acute urinary retention.
51102,Aspiration of bladder; with insertion of suprapubic catheter.
51580,"The provider completely removes the urinary bladder and adjoining organs. The procedure is most commonly performed as a result of bladder cancer found in more than one area of the bladder, or to treat cancer that has recurred. The procedure also includes a method to reroute urine by surgically implanting a ureter into the colon, or joining the urethra to the skin."
51585,"The provider completely removes the urinary bladder, adjoining organs, and pelvic lymph nodes bilaterally. The procedure is most commonly performed as a result of bladder cancer found in more than one area of the bladder, or to treat a recurrence of cancer. The procedure also includes a method to re–route urine by the surgically implanting a ureter into the colon, or joining the urethra to the skin."
51590,"In this procedure, the provider surgically removes the entire urinary bladder. To maintain the outflow of urine he may create a ureteroileal conduit. In this procedure, he cuts a portion of the intestine known as ileum, sutures the ureters to divert urine into it, and connects the other end to the abdominal wall to create an external opening for outflow of urine. As an alternative approach to maintaining the outflow of urine, he may choose to create a sigmoid bladder. In this procedure, he replaces the bladder with a U or J shaped segment of sigmoid colon. He sutures the ureters onto this. He connects the newly made sigmoid bladder to the urethra for outflow of urine. He then sutures the cut ends of the intestine together to reestablish bowel continuity. He primarily performs these procedures to facilitate urine excretion following surgical removal of the urinary bladder due to severe trauma or malignancy."
51595,"In this procedure, the provider surgically removes the entire urinary bladder including extensive removal of bilateral pelvic lymph nodes, including external iliac, hypogastric, and obturator nodes. To maintain the outflow of urine he may create a ureteroileal conduit. In this procedure, he cuts a portion of the intestine known as ileum, sutures the ureters to divert urine into it, and connects the other end to the abdominal wall to create an external opening for outflow of urine. As an alternative approach to maintaining the outflow of urine, he may choose to create a sigmoid bladder. In this procedure, he replaces the bladder with a U or J shaped segment of sigmoid colon. He sutures the ureters onto this. He connects the newly made sigmoid bladder to the urethra for outflow of urine. He then sutures the cut ends of the intestine together to reestablish bowel continuity. He primarily performs these procedures to facilitate urine excretion following surgical removal of the urinary bladder due to malignancy."
51596,"The provider completely removes the urinary bladder and adjoining organs. The procedure is most commonly performed as a result of bladder cancer found in more than one area of the bladder, or a recurrence of cancer. The procedure also includes the rerouting of urine from the body, through various techniques."
51597,"In this procedure, the provider performs a surgical bloc resection of the pelvic structures, which may include the uterus, cervix, and vagina in a female patient, or prostate in a male, along with the bladder, lower ureters, lymph nodes, urethra, colon and or rectum. He performs this procedure in patients suffering from bladder, prostatic, or a urethral malignancy."
51500,"In this procedure, the provider surgically removes a urachal cyst or sinus. A urachus is an abnormal communication between the urinary bladder and the navel. He may also perform surgical correction of an umbilical hernia."
51520,"In this procedure, the provider makes an incision in the bladder to excise the bladder neck. He performs this service to treat any obstruction, stricture, or abnormality in the neck of bladder."
51525,"The provider makes an incision into the urinary bladder and excises one or more bladder diverticula, which are congenital or acquired herniations in the bladder wall caused by a protrusion or bulging of the lining of the bladder."
51530,"In this procedure, the provider makes an incision into the bladder to remove a bladder tumor."
51535,"In this procedure, the provider makes an incision into the urinary bladder and then excises, incises, or repairs an ureterocele, a congenital anomaly in which there is an abnormal dilation in the ureter where it inserts into the urinary bladder."
51550,"In this procedure, the provider performs a simple cystectomy to surgically remove a part of the urinary bladder. The provider most commonly performs this procedure to treat bladder cancer or damage to the bladder."
51555,"In this procedure, the provider performs a complex cystectomy to surgically remove a part of the urinary bladder. This procedure is complicated because of prior radiation therapy, a previous surgery, or the location of the tumor or other diseased tissues is difficult to reach. The provider most commonly performs this procedure to treat bladder cancer."
51565,"In this procedure, the provider surgically removes a diseased or injured portion of the bladder close to the ureter and then he reimplants the ureter into the bladder through a newly created entry point in bladder."
51570,"In this procedure, the provider surgically removes the complete urinary bladder. He performs this procedure most often to treat bladder cancer."
51575,"In this procedure, the provider surgically removes the complete urinary bladder. He also removes the adjoining bilateral pelvic lymph nodes along with the external iliac, hypogastric, and obturator nodes. He performs this procedure when cancer is present in more than one area of the bladder."
51720,This is a common treatment for bladder cancer. It involves instilling an anticarcinogenic agent into the bladder through a catheter. The provider leaves the agent in the bladder for a period of time before draining it out through the catheter.
51600,Voiding cystourethrogram (VCUG) is also known as micturating cystourethrogram (MCUG). This is a technique which is performed to detect reflux by watching a person's urethra and urinary bladder during his or her micturition.
51605,"In this procedure, the provider inserts a chain into the urethra and or the bladder during the injection of contrast material for urethrocystography, an X–ray examination of the urethra and bladder using a contrast medium. He performs this examination to identify and diagnose abnormalities in the bladder and or lower urinary tract."
51610,"In this procedure, the provider inserts a catheter through the urethra and injects contrast material into the urethra. The provider then follows the flow of the urine backward to the bladder for urethrocystography, an X–ray examination of the urethra and bladder using contrast medium. He performs this examination to identify and diagnose abnormalities in the bladder and or lower urinary tract."
51700,Bladder irrigation and instillation are used to deliver medication directly to the bladder via a catheter.  These medications are usually anti–inflammatory agents used to treat infection or conditions like Interstitial Cystitis.
51701,"In this procedure, the provider places a non–indwelling catheter into the bladder via the urethra for the purpose of intermittent catheterization or catheterization to obtain residual urine left after voiding. A non–indwelling catheter is one that the provider places temporarily and removes after its purpose is complete, usually on the same day."
51702,"The bladder catheter CPT® codes provide options for reporting the procedures that best reflect the exact anatomic location of a catheter insertion, the type of catheter inserted, and, in some cases, the reason for the bladder catheter. The codes differentiate between indwelling and non–indwelling catheterization."
51703,"The bladder catheter CPT codes provide options for reporting the procedures that best reflect the exact anatomic location of a catheter insertion, the type of catheter inserted, and, in some cases, the reason for the bladder catheter. The codes differentiate between indwelling and non–indwelling catheterization."
51705,"In this procedure, the provider performs a simple removal of a tube that he previously places into a patient’s bladder and replaces it with a new tube through the same incision."
51710,"In this procedure, the provider removes a tube that he previously places into a patient’s bladder and replaces it with a new tube through the same incision. This procedure is complicated because of infection, inflammation, bleeding, or due to a narrowing or dilation of the passage."
51715,"In this procedure, the provider injects a natural or synthetic material into the submucosal tissue of the urethra and or bladder neck using an endoscope, a stiff or flexible tubular instrument with a camera at its one end that provider uses to examine the interior structures of a body cavity. He performs this injection to treat urinary incontinence, a condition in which there is a loss of bladder control causing urine leakage."
51792,This procedure measures the electrical activity in the anal or urethral sphincter muscles.
51797,"Voiding pressure (sometimes referred to as leak point pressure) measures contractions of the detrusor muscle and can detect a pressure obstruction if the patient is able to void, or express, urine."
51798,Providers perform this ultrasound to measure the volume of residual urine in the bladder.
51725,"A cystometer measures the bladder's capacity, or bladder pressure. It evaluates the contraction and expulsion activities of the bladder, and is used to diagnose certain urinary disorders."
51726,"A cystometer measures the bladder's capacity, or bladder pressure. It evaluates the contraction and expulsion activities of the bladder, and is used to diagnose certain urinary disorders."
51727,"In this procedure, the provider performs a complex cystometrogram along with urethral pressure profile studies to diagnose certain urinary disorders like an overactive bladder, stress incontinence, or urinary obstruction."
51728,"In this procedure, the provider performs a complex cystometrogram along with voiding pressure studies to diagnose certain urinary disorders like an overactive bladder, stress incontinence, or urinary obstruction."
51729,"In this procedure, the provider performs a complex cystometrogram along with voiding pressure studies and urethral pressure profile studies to diagnose certain urinary disorders like an overactive bladder, stress incontinence, or urinary obstruction."
51797,"Voiding pressure (sometimes referred to as leak point pressure) measures contractions of the detrusor muscle and can detect a pressure obstruction if the patient is able to void, or express, urine."
51736,Uroflowmetry (UFR) is the process of measuring how much liquid the patient excretes from the bladder. It is measured in cubic centimeters per second. The rate is the ratio of volume over time.
51741,Uroflowmetry (UFR) is the process of measuring how much liquid the patient excretes from the bladder. It is measured in cubic centimeters per second. The rate is the ratio of volume over time.
51784,This test measures the electrical activity in the anal or urethral sphincter muscles.
51785,This study measures the electrical activity in the anal or urethral sphincter muscles.
51925,"In this procedure, the provider surgically removes a vesicouterine fistula, or an abnormal connection between the bladder and the uterus along with surgically removing the uterus."
51940,"In this procedure, the provider surgically corrects exstrophy of the bladder, a congenital birth defect in which the urinary bladder protrudes out through a defect in the abdominal wall."
51960,"In this procedure, the provider removes a portion of the bladder and repairs it with a segment of intestine. He most commonly performs this procedure due to damage to the bladder or to prevent the spread of an infection from the bladder to the surrounding healthy tissues."
51980,"In this procedure, the provider surgically connects the bladder to an opening in the skin to divert the urine out of the body. This is done for bladder complications that lead to urine flow obstruction."
51800,"In this procedure, the provider performs a plastic surgical repair of a defect or obstruction of the bladder or the vesical neck and the urethra. He may perform this procedure with removal of a portion of the back of the bladder neck."
51820,"In this procedure, the provider surgically corrects a defect in the urinary bladder and the urethra along with reimplantation of one or both ureters in the bladder."
51840,The provider performs a simple anterior vesicourethropexy or urethropexy (elevation and fixation of the bladder neck and urethra) to restore the urethrovesical angle and treat urinary incontinence.
51841,"The provider performs an anterior vesicourethropexy or urethropexy (elevation and fixation of the bladder neck and urethra) that requires additional time due to extensive dissecction of adhesions, excessive bleeding, or other complicating factors; the provider performs the procedure to restore the urethrovesical angle and treat urinary incontinence."
51845,"In this procedure, the provider suspends the bladder neck of a female patient by anchoring tissues on each side of the bladder neck and then suturing them to the fibrous tissue of the abdomen. He performs this procedure to treat stress incontinence, or the inability to hold urine during physical activities such as coughing, sneezing, laughing, or exercise."
51860,"In this procedure, the provider repairs a simple wound, injury, or tears in the urinary bladder. He accesses the urinary bladder by making an incision in the abdomen."
51865,"In this procedure, the provider repairs a complex wound, injury, or tear in the urinary bladder. He accesses the urinary bladder by making an incision in the abdomen. The procedure may be complicated due to previous surgery, or other complication."
51880,"In this procedure, the provider reopens a previous incision and removes the cystostomy tube that is in place. He then closes the bladder opening with sutures."
51900,A vesicovaginal fistula is an opening between the vagina and the urinary bladder.  A urethrovaginal fistula is an opening between the vagina and the urethra.  These afflictions often occur following an OB/GYN surgery for an enlarged uterus or other gynecological problem.
51920,"In this procedure, the provider surgically removes a vesicouterine fistula, or an abnormal connection between the bladder and the uterus."
51990,"In this procedure, the provider surgically suspends the urethra by placing several sutures and stitching with the urethra to surrounding tissue. He performs this procedure with a laparoscope, a thin tube with a camera at one end. This service is done for the treatment of stress incontinence, or the inability to control the urine."
51992,"In this procedure, the provider surgically suspends the urethra by placing a sling graft at the junction of the bladder and the urethra. He performs this procedure with a laparoscope, a thin tube with a camera at one end. This service treats stress incontinence, or the inability to control the urine."
51999,Use 51999 to report laparoscopy procedures on the bladder that do not have a specific code.
52000,"In this procedure, the provider performs an examination of the interior of the bladder, the urethra, and the ureteric openings by means of a cystourethroscope, a thin flexible or rigid tube with a camera on one end."
52001,"In this procedure, the provider performs an examination of the interior of the bladder, the urethra, and the ureteric openings by means of a cystourethroscope, a thin flexible or rigid tube with a camera on one end. He then inserts a suction and irrigation probe to evacuate multiple obstructing clots."
52005,"The provider performs a cystourethroscopy, inspection of the interior areas of the bladder, urethra, and ureteric pelvis; he may or may not irrigate the bladder, instill fluids, or perform imaging of the ureter and renal pelvis. Radiologic services, if performed, should be reported separately."
52007,"The provider performs a cystourethroscopy, inspection of the interior areas of the bladder, urethra, and ureteric pelvis, and obtains a biopsy of the ureter and/or renal pelvis using a brush inserted through the scope; he may or may not irrigate the bladder, instill fluids, or perform imaging of the ureter and renal pelvis. Radiologic services, if performed, should be reported separately."
52010,"In this procedure, the provider introduces a well lubricated flexible or rigid cystourethroscope through the external opening of the urethra and up into the bladder. He then inserts a catheter into the ejaculatory duct. He performs this procedure with or without irrigation, instillation, or radiological study of the ejaculatory duct."
52300,"The provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder and resects (cuts out) or fulgurates (destroys with high–frequency electric current) a normally placed (orthotopic) ureterocele (prolapse of a ureter into the bladder) on one or both sides."
52301,"The provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder and resects (cuts out) or fulgurates (destroys with high–frequency electric current) an abnormally placed (ectopic) ureterocele (prolapse of a ureter into the bladder) on one or both sides."
52305,"The provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and incises or resects (cuts out) the opening of one or more bladder diverticula (a pouch in the bladder wall)."
52310,"The provider performs a simple cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and removes a foreign body, stone, or displaced ureteral stent through the cystoscope."
52315,"The provider performs a complicated cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and removes a foreign body, stone or displaced ureteral stent through the cystoscope; additional time to carry out the procedure may be required due to excessive bleeding, inadvertent tear of the ureter, stricture, or other complications."
52317,"The provider performs a simple cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and localizes, crushes, and removes a small stone less than 2.5 cm in diameter."
52318,"The provider performs a complicated cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and localizes, crushes, and removes a large stone over 2.5 cm in size."
52275,"The provider inspects the male urethra, prostatic urethra, the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder and incises a narrowed area (stricture) in the internal urethra."
52276,"The provider inspects the urethra, the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder and incises a narrowed area (stricture) in the internal urethra under direct vision."
52277,"The provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder and incises the muscular valve of the external sphincter to treat bladder outlet obstruction."
52281,"The provider performs a cystourethroscopy, inspection of the bladder's interior, the urethra, the prostatic urethra, and the ureteric openings using a cystoscope passed through the urethra and into the bladder. In the procedures represented by CPT codes 52281 and 52282, the physician dilates a urethral stricture and may perform a meatotomy (make an incision in the urethral meatus) or inject contrast material for radiological study."
52282,"The provider performs a cystourethroscopy, the inspection of the bladder's interior, the urethra, the prostatic urethra, and the ureteric openings using a cystoscope passed through the urethra and into the bladder, dilates a urethral stricture, and inserts a permanent stent into the urethra to keep it open."
52283,"The provider performs a cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings, using cystoscope passed through the urethra and into the bladder and injects a steroid medication into a urethral stricture."
52284,The provider uses a cystourethroscope and drug–coated balloon catheter to dilate the urethra and deliver a therapeutic drug to treat urethral stricture or narrowing in a male patient. The provider may use fluoroscopy for guidance.
52285,"The provider performs cystourethroscopy, inspection of the interior of the bladder, the urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder and treats female urethral syndrome using a variety of methods."
52287,"The provider performs an examination of the interior of the bladder, the urethra, and the ureteric openings by means of a cystoscope. He then inserts a needle and injects a neurolytic drug into the bladder muscle to treat an overactive bladder."
52290,"The provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder and incises one or both opening of the ureters."
52204,"The provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder and takes biopsies through the cystoscope."
52214,"The provider uses a cystoscope passed through the urethra and into the bladder to inspect the structures; he destroys (fulgurates) tissue on the bladder trigone, bladder neck, prostatic fossa, urethra, and/or periurethral glands with high–frequency electric current (electrocautery), intense cold (cryosurgery) or heat (laser surgery)."
52224,"The provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder; he destroys (fulgurates) minor lesions of less than 0.5 cm with high–intensity electric current or with intense cold (cryosurgery) or heat (laser surgery); he may or may not perform biopsy."
52234,"The provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder; he destroys (fulgurates) small lesions between 0.5 cm and 2.0 cm with high–intensity electric current or with intense cold (cryosurgery) or heat (laser surgery)."
52235,"The provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder; he destroys (fulgurates) medium lesions between 2.0 cm and 5.0 cm with high–intensity electric current or with intense cold (cryosurgery) or heat (laser surgery)."
52240,"The provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder; he destroys (fulgurates) lesions larger than 5.0 cm with high–intensity electric current or with intense cold (cryosurgery) or heat (laser surgery)."
52250,"The provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder and inserts a radioactive substance to treat cancer; he may or may not destroy (fulgurate) or take samples of (biopsy) suspiciouis lesions for pathologic examination."
52260,"With the patient under general or spinal anesthesia, the provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder to assess the bladder for interstitial cystitis."
52265,"With the patient under local anesthesia, the provider inspects the urethra, prostatic urethra (in men), the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder to assess the bladder for interstitial cystitis."
52270,"The provider inspects the female urethra, the interior of the bladder, and ureteric openings using a cystoscope passed through the urethra and into the bladder and incises a narrowed area (stricture) in the internal urethra."
52345,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and passes a ureteroscope up to the ureteropelvic junction (UPJ), where he chooses from various methods to treat a UPJ stricture."
52346,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and inserts a ureteroscope through the ureters up to the intrarenal structures, where he chooses from various methods to treat an intrarenal stricture."
52351,"The provider performs a diagnostic cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and performs a ureteroscopy (inspection of the ureters) and/or a pyeloscopy (inspection of the renal pelvis)."
52352,"The provider performs a cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and performs a ureteroscopy (inspection of the ureters) and/or a pyeloscopy (inspection of the renal pelvis). He finds a calculus (stone) and removes or manipulates its position so that it can pass on its own or reduce obstruction."
52353,"The provider performs a cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and performs a ureteroscopy (inspection of the ureters) and/or a pyeloscopy (inspection of the renal pelvis). He finds a calculus (stone) and uses lithotripsy to fragment the stone so that the fragments can pass or be washed out with irrigation."
52356,"The provider performs a cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and performs a ureteroscopy (inspection of the ureters) and/or a pyeloscopy (inspection of the renal pelvis). He finds a stone which he breaks apart using lithotripsy and inserts an indwelling ureteral stent to keep the ureter open for passage of fragments and allow it to heal."
52354,"The provider performs a cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and performs a ureteroscopy (inspection of the ureters) and/or a pyeloscopy (inspection of the renal pelvis). He finds a ureteral or pelvic lesion and biopsies it for pathologic examination or destroys it with high–frequency electric current (fulguration)."
52355,"The provider performs a cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and performs a ureteroscopy (inspection of the ureters) and/or a pyeloscopy (inspection of the renal pelvis). He finds a ureteral or pelvic tumor and resects it (cuts it out)."
52356,"The provider performs a cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and performs a ureteroscopy (inspection of the ureters) and/or a pyeloscopy (inspection of the renal pelvis). He finds a stone which he breaks apart using lithotripsy and inserts an indwelling ureteral stent to keep the ureter open for passage of fragments and allow it to heal."
52320,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and also inserts the catheter into the ureter and removes a stone from the ureter."
52325,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and also inserts the catheter into the ureter and fragments and removes a stone from the ureter using a technique such as ultrasonic (high–frequency sound waves) or electrohydraulic lithotripsy (shock waves produced by electric discharges)."
52327,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, inserts the catheter tip into the ureteral opening, and injects an implant material below the opening to prevent backflow of urine from the bladder into the ureter (vesicoureteral reflux)."
52330,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and also inserts the catheter into the ureter and manipulates a stone but doesn't remove it from the ureter."
52332,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and also inserts an indwelling stent into the ureter."
52334,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and inserts a guidewire through the ureter to create a percutaneous retrograde nephrostomy, an artificial pathway between the kidney and outside of the body to allow drainage of urine or stone removal from the renal pelvis."
52341,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and inserts the catheter tip into the ureteral opening; he then chooses from various methods to treat a ureteral stricture."
52342,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and inserts the catheter tip into and through the ureter up to the ureteropelvic junction (UPJ), where he chooses from various methods to treat a UPJ stricture."
52343,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and inserts the catheter tip into and through the ureter up to the intrarenal structures; he then chooses from various methods to treat an intrarenal stricture."
52344,"The provider performs cystourethroscopy, the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings using a cystoscope passed through the urethra and into the bladder, and inserts the catheter tip into the ureteral opening, where he chooses from various methods to treat a ureteral stricture; the provider also uses a ureteroscope for further visualization of the ureters."
52648,"Transurethral resection of the prostate is performed in cases of BPH (benign prostate hyperplasia) which commonly occurs in middle–aged and elderly men, often causing lower urinary symptoms, with urgency, frequency, straining weak flow, infection and incomplete bladder emptying."
52649,"Transurethral resection of the prostate is performed in cases of BPH (benign prostate hyperplasia) which commonly occurs in middle–aged and elderly men. BPH often causes lower urinary symptoms, with urgency, frequency, straining weak flow, infection, and incomplete bladder emptying. Holmium laser enucleation of the prostate (HoLEP) combined with mechanical morcellation represents the latest refinement of holmium:YAG surgical treatment for benign prostatic hyperplasia (BPH)."
52700,"In this procedure, the provider incises the prostate gland to drain an abscess found within or on the prostate."
52400,"Cystourethroscopy is the inspection of the interior of the bladder, the urethra, prostatic urethra, and ureteric openings by a cystoscope that is passed through the urethra and into the bladder. It is a common diagnostic procedure for conditions ranging from urinary tract infections and stress incontinence, to the follow up of bladder cancer treatment. It can take as little as 5–10 minutes of surgical time to complete this procedure."
52402,The provider uses a cystoscope passed through the urethra to inspect the ejaculatory ducts (a pair of tubes through which semen moves out); he cuts out (excises) a part of the duct that is obstructed or incises (cuts into) the ducts to open a stricture (narrowing).
52441,"Using a cystourethroscope, the provider places a single permanent adjustable transprostatic implant to retract prostatic lobes that obstruct the urethra."
52442,"In this add–on procedure, the provider uses a cystourethroscope to place an additional permanent adjustable transprostatic implant to retract prostatic lobes that obstruct the urethra."
52450,"In this procedure, the provider passes a cystourethroscope through the urethra and examines the interior of the urethra, then advances it further and incises the prostate capsule to relax the muscles and facilitate the passage of urine."
52500,"In this procedure, the provider passes a cystourethroscope through the urethra and examines the interior of the urethra, then advances it further and excises tissue from the bladder neck to treat a urinary obstruction."
52601,"During transurethral resection of the prostate (TURP), the surgeon inserts a resectoscope via the urethra and removes a portion of the prostate. This procedure includes several other urological surgery services, such as cystoscopy, meatotomy, and urethral dilation. Because these procedures are intrinsically part of the TURP procedure, you can't report them separately."
52630,"In this procedure, the provider resects prostate tissue left after a previous procedure or regrowth after a previous resection."
52640,Postoperative bladder neck contracture (BNC) is generally due to prostatectomy surgery. The surgical procedure involves the removal of these contracture performed under an endoscope.
52647,"Transurethral resection of the prostate is performed in cases of BPH (benign prostate hyperplasia) which commonly occurs in middle–aged and elderly men. It often causes lower urinary tract symptoms, with urgency, frequency, straining weak flow, infection, and incomplete bladder emptying."
53000,The provider treats a stricture of the urethra by making an incision in the pendulous part of the urethra. He performs the procedure to correct difficulty voiding.
53010,The provider treats a stricture of the perineal portion of the urethra by making an incision in the anterior part of the urethra. He performs the procedure to treat difficulty voiding.
53020,The provider enlarges the meatal opening by making an incision in it. He performs the procedure in patients over one year of age. He performs the procedure to improve urination.
53025,"The provider enlarges the meatal opening by making an incision in it, in a patient younger than one year of age. He performs the procedure to improve urination."
53040,The provider drains an abscess in the urethra. The abscess may be due to an infection or injury to the urethra. The provider performs the procedure to treat infection and relieve pain.
53060,The provider drains an abscess or cyst of the Skene's glands.
53080,The provider drains urine that has collected in the perineal tissues; the drainage is not complicated by any unforeseen issues. The provider performs the procedure to correct the leakage and relieve pain.
53085,The provider drains urine that has collected in the perineal tissues. The procedure may be complicated and require more dissection or the extravasation may be large. He performs the procedure to correct the leakage and relieve pain.
53270,This procedure is the excision or fulguration of the Skene's glands.
53275,"The provider treats urethral prolapse by excising prolapsed tissue or exposing it to electric current. He performs the procedure to improve urination, prevent infection, and relieve pain."
53200,The provider excises tissue from the urethra for biopsy. He sends the specimen to the laboratory for diagnosis. He performs the procedure to determine the nature of a lesion in the urethra.
53210,The provider completely removes the urethra and creates an opening from the urinary bladder to the skin to drain urine in a female patient. He performs the procedure to treat an extensive tumor of the urethra.
53215,The provider completely removes the urethra and creates an opening from the urinary bladder to the skin to drain the urine in a male patient. He performs the procedure to treat an extensive tumor of the urethra.
